Text,Start Time,Duration
you walk down the street if you're not,744.48,1.12
wearing a mask or even if you are,745.6,2.0
people will jump off the off the,747.6,1.84
sidewalk as you walk past them,749.44,2.32
as if your poison,751.76,2.96
even though the data are that covet,754.72,2.08
spreads you know indifferently outdoors,756.8,2.08
or if at all really at outdoors,758.88,2.48
but it's not simply a biological or,761.36,2.64
infectious disease phenomenon or,764.0,1.44
immunological it's it is a it is a it's,765.44,1.92
a,767.36,0.64
it is a change in the way humans treated,768.0,2.24
each other i hope hope temporary,770.24,2.399
i do want to say on the flip side of,772.639,1.76
that so i was,774.399,1.521
mostly in boston massachusetts when the,775.92,2.4
pandemic broke out i think that's where,778.32,1.68
i was yeah,780.0,1.279
and then i got came here to austin texas,781.279,2.961
to visit my now good friend joe rogan,784.24,3.36
and he was the first person,787.6,2.32
without pause this wasn't a political,789.92,1.919
statement this was anything just walk,791.839,2.081
toward me and give me a big hug,793.92,2.479
and say it's great to see you and i,796.399,2.161
can't tell you how great it felt because,798.56,2.0
i in that moment realized the absence of,800.56,2.16
that connection back in boston over just,802.72,1.84
a couple of over a couple of months and,804.56,2.399
um,806.959,1.281
it's we'll talk about it more but it's,808.24,2.64
tragic to think about,810.88,2.0
that distancing that dissolution of,812.88,2.32
common humanity at scale what what kind,815.2,2.16
of impact it has on society just,817.36,2.8
across the board political division,820.16,2.479
uh and just in the quiet of your own,822.639,2.241
mind in the privacy of your own home the,824.88,1.92
depression the sadness the loneliness,826.8,2.24
that leads to suicide,829.04,2.0
and forget suicide just,831.04,2.799
low key suffering yeah no i think that's,833.8389999999999,3.041
that's the suffering that isolation,836.88,2.399
we're not meant to live alone we're not,839.279,1.841
meant to live apart from one another,841.12,1.279
that's of course the ideology of,842.399,1.44
lockdown is to make people live apart,843.839,2.721
alone isolated so that we don't spread,846.56,1.92
diseases to each other right,848.48,1.68
but we're not actually designed as a,850.16,1.6
species to live that way,851.76,2.24
and that uh what you're describing i,854.0,1.68
think,855.68,0.8
if everyone's honest with themselves,856.48,1.52
have felt uh especially in places where,858.0,2.24
that where lockdowns have been sort of,860.24,1.92
very militantly enforced has felt deep,862.16,2.64
into their core,864.8,1.44
well i if i could just return to the,866.24,1.68
question of deaths he said that the data,867.92,2.88
isn't perfect because we need these kind,870.8,2.32
of serial prevalence surveys to,873.12,2.399
understand how many cases there were to,875.519,2.401
determine the rate of deaths,877.92,1.919
and we need to have a strong footing in,879.8389999999999,2.24
the number of deaths but if we assume,882.079,1.521
that the the,883.6,1.28
the number of deaths is approximately,884.88,1.6
correct,886.48,0.96
like what's your sense what kind of,887.44,2.16
statements,889.6,1.359
can we say about the deadliness of covet,890.9590000000001,2.161
against,893.12,0.88
across different demographics maybe not,894.0,2.88
in a political way or in the current way,896.88,1.84
but when history looks back,898.72,2.4
at this moment of time,901.12,2.159
50 years from now 100 years from now the,903.279,1.92
way we look at the,905.199,1.841
pandemic 100 years ago,907.04,2.56
what will they say about the deadliness,909.6,1.76
of code i mean i think the deadlines of,911.36,2.4
kova depends on not just the virus,913.76,2.16
itself but who who it infects,915.92,2.24
um so the probably the most important,918.16,1.44
thing about it about the deadlines of,919.6,1.44
covet is is this steep age gradient in,921.04,3.359
the mortality rate um so according to,924.399,2.8
these zero prevalence studies that that,927.199,2.32
that have been done now hundreds of them,929.519,2.401
um,931.92,0.88
mostly from before vaccination because,932.8,1.599
vaccination also reduces the mortality,934.399,1.68
risk of covid um the the sierra,936.079,2.161
prevalent studies suggest that,938.24,2.719
the risk of of death if you're say over,940.9590000000001,2.161
the age of 70,943.12,1.6
is,944.72,1.2
very high if you have five percent,945.92,2.8
if you get covered,948.72,1.76
if you're if you're under the age of 70,950.48,1.68
it's lower,952.16,1.119
0.05 but there's not a single sharp cut,953.279,2.721
off it's more like i have a rule of,956.0,1.839
thumb that i use um so if you're 50,957.8389999999999,3.44
say the infection fatality rate from,961.279,2.161
covalent is 0.2,963.44,1.519
according to the zero prevalence data,964.959,2.401
that means 99.8 survival,967.36,2.8
if you're 50 and for every seven years,970.16,2.32
of age above that double it every seven,972.48,2.56
years of age below that have it,975.04,2.88
so 57 year old have a 0.4,977.92,2.88
mortality a 64 year old would have a,980.8,2.0
point eight percent and so on and uh if,982.8,2.32
you have a severe chronic disease like,985.12,1.76
diabetes or if you're more morbidly,986.88,1.84
obese it's like adding seven seven years,988.72,2.239
to your life,990.959,1.361
and this is uh for unvaccinated folks,992.32,2.639
this is unvaccinated uh in the before,994.9590000000001,2.641
delta also,997.6,1.359
are there a lot of people that will be,998.9590000000001,1.44
listening to this with phds at the end,1000.399,2.481
of their name that would disagree with,1002.88,2.16
the 99.8 would you say so i think,1005.04,2.719
there's some disagreement over this uh,1007.759,2.08
and the disagreement,1009.8389999999999,1.601
is about the quality of the zero,1011.44,1.839
prevalence studies that were conducted,1013.279,2.8
so as i said earlier i was the senior,1016.079,2.081
investigator in three different sierra,1018.16,1.76
problem studies and very early in the,1019.92,1.2
epidemic,1021.12,1.76
i view them as very high quality studies,1022.88,2.4
um we we um in santa clara county what,1025.28,2.88
we did is we used a a test kit,1028.16,3.039
uh to uh that we obtained,1031.199,2.88
from uh someone who was works in major,1034.079,2.401
league baseball actually he ordered,1036.48,2.16
these test kits very early in march 2020,1038.64,2.64
that measures very accurately measures,1041.28,2.799
antibody levels,1044.079,1.76
antibodies in the in in the bloodstream,1045.839,2.401
uh these test kits were eventually were,1048.24,1.76
approved by the the head of eua by the,1050.0,2.88
emergency use authorization by the fda,1052.88,2.96
sort of shortly after we did this,1055.84,1.839
and uh it had a very low false positive,1057.679,2.161
rate false plot of means if you if you,1059.84,2.24
uh if you don't have these coveted,1062.08,2.08
antibodies in your bloodstream the cut,1064.16,2.16
kit shows up positive anyways that that,1066.32,2.0
turns out to happen about point five,1068.32,2.0
percent of the time,1070.32,1.44
um and uh based on studies a very large,1071.76,3.52
number of studies looking at,1075.28,1.68
blood from 2018 you try it against this,1076.96,2.32
kit,1079.28,1.2
and uh you know point five percent of,1080.48,1.76
the time 2018 there shouldn't be any,1082.24,1.6
bodies there so for to cover if it turns,1083.84,2.4
positive as a false positive 0.5 of the,1086.24,2.0
time,1088.24,1.36
um and then you know like a false,1089.6,1.68
negative rate about 10,1091.28,2.48
12 something like that i don't remember,1093.76,1.84
the exact number but the false positive,1095.6,2.079
rate is the important thing there right,1097.679,1.12
so you have a population in march 2020,1098.799,2.641
or april 2020 with very low,1101.44,2.32
fraction of patients having been exposed,1103.76,2.32
to code you don't know how much but low,1106.08,2.64
even a small false positive rate could,1108.72,1.839
end up,1110.559,1.36
biasing your study quite a bit,1111.919,2.321
but there's a formula to adjust for that,1114.24,1.679
you can adjust for the fourth spot rate,1115.919,1.441
falls negative rate we did we did that,1117.36,1.6
adjustment and those studies found in a,1118.96,3.28
community population so leaving aside,1122.24,1.84
people in nursing homes who have a,1124.08,1.28
higher death rate from covid um the that,1125.36,3.12
the death rate was point two percent in,1128.48,2.0
santa clara county,1130.48,1.52
and in l.a county across all these,1132.0,2.48
groups in the community community,1134.48,2.0
meaning just like regular yeah so like,1136.48,2.079
that that's actually a real important,1138.559,1.041
question too so uh the santa clara study,1139.6,2.48
we did this facebook sampling scheme,1142.08,3.12
um which is i mean not not the ideal,1145.2,2.479
thing but just like it was very,1147.679,1.201
difficult to get a random sample on and,1148.88,2.32
during the you know during lockdown,1151.2,2.479
um where we put out uh an ad on facebook,1153.679,3.281
soliciting people to,1156.96,1.52
volunteer for the study a randomly,1158.48,1.84
selected set of people we were hoping to,1160.32,2.32
get a random selection of people from,1162.64,1.44
santa clara county but it tended to the,1164.08,2.24
people who tend to volunteer were from,1166.32,1.44
the richer parts of the county like i,1167.76,1.52
had,1169.28,0.72
stanford professors writing begging to,1170.0,1.52
be in the study because they wanted,1171.52,1.36
antibody levels so we did some,1172.88,2.32
adjustment for that in la county we,1175.2,2.08
hired a firm that had a pre-existing,1177.28,3.36
representative sample of la county,1180.64,2.32
um,1182.96,0.88
so but it didn't include nursing homes,1183.84,2.0
it didn't include people in jail things,1185.84,1.839
like that didn't include the homeless,1187.679,1.12
populations so it's it's representative,1188.799,2.24
of a community dwelling population,1191.039,2.721
both of those and there we found that,1193.76,3.12
both in l.a county and santa clara,1196.88,1.6
county in april 2020 something like 40,1198.48,3.04
to 50 times more infections than cases,1201.52,3.6
in both places,1205.12,1.52
so for every case that had been reported,1206.64,2.399
to the public health authorities we,1209.039,1.921
found that you know you know 40 or 50,1210.96,3.28
other infections people with antibodies,1214.24,2.4
in their blood,1216.64,1.12
that suggested that they'd had coveted,1217.76,1.76
recovered so people were not reporting,1219.52,1.92
or severe at least in those days under,1221.44,2.64
reporting yeah i mean there was you know,1224.08,1.839
there's testing problems there weren't,1225.919,1.441
so many tests available people didn't,1227.36,2.4
know a lot of a lot of them we asked a,1229.76,2.159
set of questions about the symptoms,1231.919,1.361
they've faced,1233.28,1.36
and most of them said they faced no,1234.64,1.2
symptoms or the most uh 30 40 of them,1235.84,2.16
said face their no symptoms,1238.0,2.64
and i mean even these days how many,1240.64,1.76
people report that they get covered when,1242.4,1.84
they get covered okay i'll have those,1244.24,2.08
numbers,1246.32,1.12
that point two percent has that,1247.44,2.32
approximately held up over time that is,1249.76,1.84
so if professor john ian edis who's a,1251.6,2.16
colleague of mine at stanford uh is a,1253.76,1.84
world expert in meta analysis probably,1255.6,1.36
the most cited scientist on earth i,1256.96,2.0
think uh at least living,1258.96,2.32
he he did a a meta-analysis of now a,1261.28,2.24
hundred or more of these cereal,1263.52,1.76
prevalence studies,1265.28,2.08
um and uh uh what he found was that that,1267.36,3.199
point two percent is roughly the,1270.559,1.921
worldwide number in fact i think he,1272.48,2.0
cites this lower number 0.15 percent,1274.48,2.8
as the median infection fatality rate,1277.28,2.08
worldwide,1279.36,1.199
so we did these studies and it generated,1280.559,2.24
an enormous amount of blowback,1282.799,2.321
by people who thought that the infection,1285.12,1.76
rate is much higher,1286.88,1.44
and there's some controversy over the,1288.32,1.599
quality of some of the other studies,1289.919,1.521
that that are done and so there are some,1291.44,1.84
people who look at this same literature,1293.28,2.16
and say well the the lower quality,1295.44,2.0
studies tend to have lower ifrs,1297.44,2.16
the higher quality studies how far oh,1299.6,1.76
infection fatality right i apologize i,1301.36,2.0
do this in lectures too,1303.36,2.319
and i'm going to rudely interrupt you,1305.679,2.88
and ask for uh for the basics sometimes,1308.559,2.48
if it's okay no of course so these these,1311.039,2.241
higher quality studies they say are tend,1313.28,2.24
to produce higher but the problem is,1315.52,1.84
that if you want a global eye infection,1317.36,2.72
fatality rate you need to get,1320.08,2.56
sierra problem studies from everywhere,1322.64,1.76
even places that don't necessarily have,1324.4,1.6
the infrastructure set up to produce,1326.0,1.44
very very high quality studies,1327.44,2.08
and in poor places in the world,1329.52,3.12
this the the st that uh like places like,1332.64,2.56
africa the infection fatality rate is,1335.2,1.76
incredibly low,1336.96,2.64
uh and in some richer places,1339.6,2.8
like new york city the infection,1342.4,1.36
fatality rate is is much higher,1343.76,2.88
it's there's a range of ifrs not a,1346.64,2.399
single number,1349.039,1.681
this sometimes surprises people because,1350.72,2.0
they think well it's a it's a virus it,1352.72,1.439
should have the same properties no,1354.159,1.121
matter where it goes,1355.28,1.36
but the virus,1356.64,2.72
kills or infects or hurts in interaction,1359.36,3.6
with the host,1362.96,1.68
and the properties of both the host and,1364.64,2.0
the virus,1366.64,1.12
combine to produce the the outcome but,1367.76,2.56
you also mentioned the environment too,1370.32,2.56
well it's i'm thinking mainly just about,1372.88,1.84
the the person like if i'm gonna think,1374.72,1.6
about it like the most simplest way to,1376.32,1.359
think about it is age age is the single,1377.679,1.761
most important risk factor,1379.44,1.76
so older places are going to have a,1381.2,2.32
higher ifr,1383.52,2.399
than younger places africa three percent,1385.919,2.161
of africa is over 65. so in some sense,1388.08,2.88
it's not surprising that they have a low,1390.96,3.199
infection fatality rate so that's one,1394.159,1.841
way you would explain the difference,1396.0,1.2
between africa and new york city in,1397.2,1.76
terms of the fatality rate is the age,1398.96,2.16
the average age yeah and especially in,1401.12,2.0
the early days of the epidemic in new,1403.12,2.4
york city,1405.52,1.279
the,1406.799,0.88
uh,1407.679,0.801
older populations living in nursing,1408.48,2.24
homes were differentially infected,1410.72,2.56
based on because of policies that were,1413.28,1.68
adopted right to send,1414.96,2.0
coveted infected patients back to,1416.96,1.36
nursing homes to keep hospitals empty,1418.32,1.839
what do you mean by differentially,1420.159,1.52
infected,1421.679,1.12
the policy that you adopt determines who,1422.799,3.201
is most exposed right that okay so,1426.0,2.48
that's what the policy it's the person,1428.48,2.88
that matters,1431.36,1.28
i mean it's not like the virus just kind,1432.64,2.08
of it doesn't care i mean the policy,1434.72,2.48
determines the nature of the interaction,1437.2,2.0
and there's also i mean there is some,1439.2,1.68
contribution from the,1440.88,1.96
environment different regions have,1442.84,2.12
different proximity maybe of people,1444.96,2.56
interacting or the dynamics of the way,1447.52,1.759
they interact,1449.279,1.441
like if you have a if you have,1450.72,1.36
situations where there's lots of,1452.08,1.28
intergenerational,1453.36,1.76
uh interactions yeah then you have a,1455.12,2.64
very different risk profile than if than,1457.76,2.24
if you have societies that are where,1460.0,2.24
generations are more separate from one,1462.24,1.439
another,1463.679,0.961
um,1464.64,1.039
okay so let me just finish real fast,1465.679,1.521
about this so you you have in new york,1467.2,3.04
you have a population that was infected,1470.24,3.12
in the early days that was,1473.36,1.6
very likely going to die but had a much,1474.96,2.56
higher likelihood of dying if infected,1477.52,2.48
and so new york city had a higher ifr,1480.0,3.039
especially in the early days than um,1483.039,2.321
than um then like africa has had,1485.36,3.439
um the other thing is treatment right so,1488.799,2.641
the treatments that we adopted in the,1491.44,1.52
early days the epidemic i think actually,1492.96,1.599
may have exacerbated the risk of death,1494.559,3.841
which do so like,1498.4,1.6
using ventilators like the the over,1500.0,2.0
reliance on ventilators is what i'm,1502.0,1.679
primarily thinking of but i can think of,1503.679,1.281
other things,1504.96,1.04
um but that that uh also we've learned,1506.0,2.96
over time how better to manage patients,1508.96,2.24
with the disease,1511.2,1.44
so you have those you have all those,1512.64,1.279
things combined so that's that's where,1513.919,1.921
the controversy over this over this,1515.84,1.52
number is i mean,1517.36,1.76
new york city,1519.12,1.76
also it has a is a central hub for those,1520.88,3.279
who tweet,1524.159,1.52
and uh those who write powerful stories,1525.679,3.36
and narratives in article form,1529.039,2.64
and i remember those quite dramatic,1531.679,2.401
stories about sort of doctors in the,1534.08,1.76
hospitals and these kinds of things i,1535.84,1.52
mean there's very serious very dramatic,1537.36,3.12
very tragic deaths going on always in,1540.48,3.28
hospitals those stories,1543.76,2.96
um,1546.72,1.04
a lot of loved ones losing each other on,1547.76,2.399
a deathbed that's always tragic and you,1550.159,2.241
can always write a hell of a good story,1552.4,2.159
about that and you should about the loss,1554.559,2.48
of loved ones but they were doing it,1557.039,2.321
