Text,Start Time,Duration
russian rd engines which are,559.279,3.201
amazing design,560.959,3.041
so you're talking about raptor engine,562.48,3.6
what makes it amazing what what are the,564.0,4.32
different aspects of it that,566.08,4.4
make it like what are you the most,568.32,4.32
excited about uh if the whole thing,570.48,3.12
works,572.64,2.8
in terms of efficiency all those kinds,573.6,3.359
of things,575.44,2.8
well it's,576.959,3.121
the raptor is a,578.24,3.279
a full flow,580.08,3.52
uh staged combustion,581.519,4.241
um,583.6,4.08
engine and it's,585.76,3.759
operating at a very high chamber,587.68,3.04
pressure,589.519,3.841
so one of the key figures america,590.72,5.28
perhaps the key figure of merit is,593.36,3.44
um,596.0,2.88
what is the chamber pressure at which,596.8,4.24
the rocket engine can operate that's the,598.88,4.0
combustion chamber pressure,601.04,3.76
so a raptor is,602.88,4.72
designed to operate at 300 bar possibly,604.8,7.12
maybe higher that's 300 atmospheres so,607.6,5.76
um,611.92,3.44
the record right now for operational,613.36,3.84
engine is the rd engine that i mentioned,615.36,3.52
the russian rd which is i believe around,617.2,3.44
267,618.88,3.6
bar,620.64,4.319
and the the the difficulty of the,622.48,4.24
chamber pressure is increases on a,624.959,3.841
non-linear basis so,626.72,3.6
10 more,628.8,2.96
pressure is,630.32,2.8
more like uh,631.76,2.4
50,633.12,2.64
more difficult,634.16,2.64
um,635.76,3.12
but that that chain of pressure is that,636.8,4.0
that is what allows you to get a very,638.88,5.36
high uh power density,640.8,6.4
for the engine um so,644.24,5.68
uh enabling um,647.2,6.0
a very high thrust to weight ratio,649.92,4.159
and,653.2,3.68
a very high specific impulse,654.079,4.88
so specific impulse is like a measure of,656.88,4.639
the efficiency of a rocket engine or um,658.959,4.56
it's really the the,661.519,4.161
the uh,663.519,4.241
exhaust the effective exhaust velocity,665.68,4.8
of of the gas coming out of the engine,667.76,4.96
um,670.48,4.799
so uh,672.72,4.559
with a very high chamber pressure you,675.279,4.24
can have um,677.279,3.041
a,679.519,3.121
a compact engine that nonetheless has a,680.32,4.32
high expansion ratio which is the ratio,682.64,4.96
between the uh,684.64,4.4
exit nozzle,687.6,3.2
uh and the uh,689.04,3.919
throat so you know engine's got like you,690.8,3.44
see a rocket just got like sort of like,692.959,3.44
about like a hourglass shape it's like a,694.24,3.92
chamber and then it next down and,696.399,4.0
there's a nozzle and the ratio of the,698.16,5.52
the exit diameter to the,700.399,4.401
throat,703.68,3.279
expansion ratio so why is it such a hard,704.8,4.0
engine to manufacture,706.959,4.081
at scale,708.8,4.08
uh it's very complex,711.04,3.84
so a lot of what does complexity mean,712.88,3.68
here's a lot of components involved,714.88,3.759
there's a lot of a lot of components and,716.56,3.44
a lot of,718.639,3.601
uh unique materials,720.0,5.36
that so we had to invent a,722.24,5.839
several alloys that don't exist in order,725.36,5.279
to make this engine work,728.079,3.361
um,730.639,3.681
materials problem too,731.44,6.88
it's a materials problem and um it is in,734.32,6.0
a staged combustion a full flow stage,738.32,4.0
combustion there there are many uh,740.32,4.72
feedback loops in the system so,742.32,4.4
you uh,745.04,3.44
basically you've got,746.72,2.64
uh,748.48,3.2
propellant and and and uh hot gas,749.36,3.84
flowing,751.68,3.12
um,753.2,3.28
simultaneously to so many different,754.8,4.24
places on the engine,756.48,4.64
and,759.04,3.919
they all have a recursive effect on each,761.12,3.68
other so you change one thing here it,762.959,3.281
has a recursive effect here it changes,764.8,4.159
something over there and and it's,766.24,4.08
it's it's quite,768.959,3.68
hard to control um,770.32,3.6
like there's a reason no one's made this,772.639,3.521
before um,773.92,3.28
but,776.16,2.479
um,777.2,4.4
and the reason we're doing um a,778.639,4.88
stage combustion uh,781.6,3.039
full flow,783.519,3.841
is because it it has the highest uh the,784.639,4.0
highest uh,787.36,4.24
theoretical possible uh efficiency,788.639,4.0
um,791.6,2.239
so,792.639,4.481
in in in order to make a fully reusable,793.839,4.321
rocket,797.12,2.08
um,798.16,3.679
which that's the really the holy grail,799.2,6.079
of orbital rocketry um,801.839,4.881
you have to have,805.279,3.041
everything's got to be the best uh it's,806.72,3.6
got to be the best engine the best,808.32,5.04
airframe the best heat shield um,810.32,6.0
extremely light uh avionics,813.36,4.4
um,816.32,3.92
you know very clever control mechanisms,817.76,5.519
um you've got to shed mass in in any,820.24,6.0
possible way that you can um for example,823.279,4.481
instead of putting landing legs on the,826.24,3.039
booster and chip we are going to catch,827.76,3.68
them with a tower to save the weight of,829.279,3.441
the landing lens,831.44,3.519
legs so that's like,832.72,3.44
i mean,834.959,3.201
we're talking about catching,836.16,4.64
the largest flying object ever made,838.16,4.96
uh with,840.8,4.719
on a giant tower with with chopstick,843.12,3.279
arms,845.519,3.201
it's like karate kid with the fly but,846.399,4.88
much bigger,848.72,2.559
i mean pulling this probably,851.92,5.2
won't work the first time,854.079,4.88
uh and anyway so this is bananas this is,857.12,3.76
banana stuff so you mentioned that you,858.959,5.361
doubt well not you doubt but there,860.88,5.44
there's days or moments when you doubt,864.32,3.92
that this is even possible,866.32,6.4
it's so difficult the possible part is,868.24,6.719
well at this point,872.72,4.239
we'll i think we will get starship to,874.959,2.961
work,876.959,3.281
um,877.92,2.32
um there's a question of timing how long,880.399,4.88
will it take us to do this,883.04,3.599
how long will it take us to actually,885.279,5.041
achieve a full and rapid reusability,886.639,5.521
because it will take probably many,890.32,4.0
launches before we are able to have full,892.16,5.28
and rapid reusability,894.32,5.84
but i can't say that that the physics,897.44,8.0
pencils out like the like we're not uh,900.16,6.96
like at this point i'd say we're,905.44,3.44
confident that that,907.12,2.88
like let's say,908.88,3.6
i'm very confident success is in the set,910.0,5.44
of all possible outcomes,912.48,2.96
for a while there i was not convinced,916.399,3.601
that success was in the set of possible,918.24,3.44
outcomes,920.0,3.68
which is very important actually,921.68,6.159
but so um,923.68,4.159
saying there's a chance i'm saying,928.24,4.56
there's a chance exactly um,929.839,4.961
uh just not sure how,932.8,3.2
how how,934.8,3.2
long it will take uh,936.0,3.6
we're very very talented team they're,938.0,4.0
working night and day to make it happen,939.6,3.76
um,942.0,3.279
and uh,943.36,3.279
and like like i said the the the,945.279,3.12
critical thing to achieve for the,946.639,3.041
revolution in space flight and for,948.399,2.88
humanity to be a space frank,949.68,3.36
civilization is to have a fully and,951.279,5.041
rapidly reusable rocket oval rocket,953.04,5.599
there's not even been any orbital rocket,956.32,3.92
that's been fully reusable ever and this,958.639,3.44
has always been the,960.24,5.76
the the holy grail of rocketry,962.079,4.88
and,966.0,3.6
many smart people very smart people,966.959,4.641
have tried to do this before and have,969.6,4.159
not succeeded so,971.6,5.28
um because it's such a hard problem,973.759,5.281
what's your source of belief,976.88,4.16
in situations like this,979.04,3.68
when the engineering problem is so,981.04,4.479
difficult there's a lot of experts,982.72,5.28
many of whom you admire who have failed,985.519,4.481
in the past yes,988.0,3.44
and,990.0,2.72
um,991.44,3.44
a lot of people,992.72,3.359
you know,994.88,3.12
a lot of experts maybe journalists all,996.079,3.281
the kind of you know the public in,998.0,3.44
general have a lot of doubt about,999.36,4.159
whether it's possible,1001.44,4.56
and you yourself know that even if it's,1003.519,5.041
a non-null set not empty set,1006.0,5.04
of success it's still unlikely or very,1008.56,5.04
difficult like where do you go to both,1011.04,4.0
personally,1013.6,3.84
um intellectually as an engineer as a,1015.04,3.76
team,1017.44,3.519
like for source of strength needed to,1018.8,4.64
sort of persevere through this,1020.959,4.24
and to keep going with the project take,1023.44,4.999
it to completion,1025.199,3.24
a source of strength hmm i i just really,1038.16,4.08
not how i think about things,1040.48,2.959
um,1042.24,2.88
i mean for me it's simply this this is,1043.439,3.441
something that is important to get done,1045.12,2.88
um,1046.88,4.159
and we we should just keep doing it um,1048.0,4.48
or die trying,1051.039,2.401
and i,1052.48,2.319
i don't need,1053.44,3.76
a source of strength so quitting is not,1054.799,4.081
even like um,1057.2,4.64
that's not it's not my nature okay and i,1058.88,4.24
i don't,1061.84,4.32
care about optimism or pessimism,1063.12,4.88
[ __ ] that we're gonna get it done gonna,1066.16,4.32
get it done,1068.0,2.48
can you uh then zoom back in to specific,1071.679,4.721
problems with starship or any,1074.559,3.681
engineering problems you work on,1076.4,3.92
can you try to introspect your,1078.24,3.92
particular biological neural network,1080.32,3.92
your thinking process and describe how,1082.16,3.12
you think,1084.24,2.24
through problems the different,1085.28,2.96
engineering and design problems is there,1086.48,4.0
like a systematic process you've spoken,1088.24,3.84
about first principles thinking but is,1090.48,6.24
there kind of a process to it well um,1092.08,4.64
you know like saying like like physics,1097.12,2.72
is law and everything else is a,1098.64,2.64
recommendation,1099.84,2.8
um like i've met a lot of people who can,1101.28,3.279
break the law but i haven't met anyone,1102.64,4.2
who could break physics,1104.559,7.041
so uh so first for you know any kind of,1106.84,6.839
technology problem you have to sort of,1111.6,4.0
just make sure you're not,1113.679,3.36
violating,1115.6,4.56
physics um,1117.039,3.121
and you know uh,1120.84,4.199
first principles analysis i think is,1123.6,3.439
something that can be applied to,1125.039,4.401
really any walk of life uh any anything,1127.039,3.921
really it's just it's it's really just,1129.44,3.2
saying um,1130.96,3.599
you know let's let's well something down,1132.64,4.0
to the most fundamental,1134.559,3.041
uh,1136.64,2.96
principles the things that we are most,1137.6,3.84
confident are true at a foundational,1139.6,2.72
level,1141.44,2.4
and that sets you at your sets your,1142.32,3.599
axiomatic base and then you reason up,1143.84,4.56
from there and then you cross-check your,1145.919,4.801
conclusion against the the axiomatic,1148.4,4.0
truths,1150.72,2.88
um,1152.4,3.12
so,1153.6,4.079
um you know some basics in physics would,1155.52,3.519
be like are you violating conservation,1157.679,3.041
of energy or momentum or something like,1159.039,3.76
that you know then,1160.72,3.76
it's not gonna work,1162.799,2.88
um,1164.48,3.04
so,1165.679,3.36
uh that's,1167.52,3.36
you know so that's just to establish is,1169.039,3.841
it is it possible,1170.88,3.919
and then another good physics tool is,1172.88,3.679
thinking about things in the limit if,1174.799,3.601
you if you take a particular thing and,1176.559,2.881
you,1178.4,1.84
uh,1179.44,2.4
scale it to a very large number or to a,1180.24,3.84
very small number how does how do things,1181.84,3.36
change,1184.08,3.52
um well it's like tempo like in number,1185.2,4.0
of things you manufacture something like,1187.6,3.92
that and then in time,1189.2,4.24
yeah like let's say say the example of,1191.52,3.44
like um,1193.44,3.28
like manufacturing which i think is just,1194.96,3.36
a very underrated,1196.72,3.6
problem um,1198.32,3.76
and and,1200.32,6.32
uh likes it it's it's much harder to,1202.08,5.599
take,1206.64,3.039
an advanced technology product and bring,1207.679,3.521
it into volume manufacturing than it is,1209.679,3.601
to design it in the first place my,1211.2,4.479
orders magnitude so,1213.28,3.2
um,1215.679,2.081
so let's say you're trying to figure out,1216.48,2.88
is,1217.76,3.039
like why is this,1219.36,2.48
this uh,1220.799,2.321
part or product,1221.84,3.76
expensive is it um,1223.12,3.84
because of something fundamentally,1225.6,2.88
foolish that we're doing or is it,1226.96,4.48
because our volume is too low and so,1228.48,3.92
then you say okay well what if our,1231.44,2.88
volume was a million units a year is it,1232.4,3.68
still expensive that's what i'm,1234.32,2.88
radically thinking about things to the,1236.08,2.88
limit if it's still expensive at a,1237.2,3.52
million units a year then volume is not,1238.96,3.36
the reason why your thing is expensive,1240.72,2.56
there's something fundamental about,1242.32,2.239
design,1243.28,3.04
and then you then can focus on the,1244.559,3.201
reducing complexity or something like,1246.32,3.599
that and change the design to change,1247.76,5.279
changes apart to be something that is uh,1249.919,4.24
uh,1253.039,3.201
not fundamentally expensive,1254.159,4.241
but like that's a common thing in,1256.24,4.4
rocketry because the the unit volume is,1258.4,4.72
relatively low and so a common excuse,1260.64,4.32
would be well it's expensive because our,1263.12,4.08
unit volume is low um and if we were in,1264.96,3.599
like automotive or something like that,1267.2,3.12
or consumer electronics then our costs,1268.559,3.281
would be lower and like i'm like okay so,1270.32,3.359
let's say we skip now you're making a,1271.84,3.12
million units a year is it still,1273.679,3.841
expensive if the answer is yes,1274.96,3.44
then,1277.52,2.159
uh,1278.4,3.519
economies of scale are not the issue,1279.679,3.441
do you throw,1281.919,2.64
into manufacturing do you throw like,1283.12,4.0
supply chain you talk about resources,1284.559,3.921
and materials and stuff like that do you,1287.12,2.799
throw that into the calculation of,1288.48,3.12
trying to reason from first principles,1289.919,2.961
like how we're going to make the supply,1291.6,2.88
chain work here,1292.88,3.919
yeah yeah and then the cost of materials,1294.48,4.319
things like that or is that too much,1296.799,4.641
exactly so um like another like a good,1298.799,4.321
example of thinking about things uh in,1301.44,3.84
the limit is,1303.12,5.76
um if you take any uh,1305.28,5.68
you know any any,1308.88,5.279
product any machine or whatever um,1310.96,4.959
like take a rocket or whatever,1314.159,2.681
and,1315.919,4.321
say uh if you've got if you look at the,1316.84,4.199
room,1320.24,2.48
raw materials in the rocket,1321.039,4.721
um so you're gonna have like uh,1322.72,6.319
aluminum steel titanium inconel,1325.76,6.72
especially specialty alloys um,1329.039,6.561
copper and and you say what are the,1332.48,4.079
how,1335.6,2.24
what what's the weight of the,1336.559,3.281
constituent elements of each of these,1337.84,3.52
elements and what is their raw material,1339.84,2.64
value,1341.36,3.04
and that sets the,1342.48,5.439
asymptotic limit for how,1344.4,4.96
low the cost of the vehicle can be,1347.919,3.76
unless you change the materials,1349.36,3.28
so,1351.679,2.721
and then when you do that i call it like,1352.64,3.36
maybe the magic wand number or something,1354.4,3.44
like that so that would be like if you,1356.0,3.12
had the,1357.84,4.079
you know a like just a pile of these raw,1359.12,4.08
materials here and you could wave magic,1361.919,2.801
wand and rearrange the atoms into the,1363.2,2.8
final shape,1364.72,2.24
um,1366.0,2.24
that would be the,1366.96,3.36
lowest possible cost that you could make,1368.24,3.2
this thing for unless you change the,1370.32,2.239
materials,1371.44,3.2
so then and that is always a you're,1372.559,4.161
almost always a very low number,1374.64,2.96
um,1376.72,3.52
so then the what's actually causing,1377.6,4.319
these to be expensive is how you put the,1380.24,5.52
atoms into the desired shape,1381.919,3.841
yeah actually if you don't mind me,1385.84,4.48
taking a tiny tangent i had uh i often,1387.36,5.12
talked to jim keller who was somebody,1390.32,3.359
that worked with you oh yeah that's a,1392.48,2.8
fantastic job jim was,1393.679,4.0
yeah did great work at tesla,1395.28,3.2
so,1397.679,2.88
um i suppose he carries the flame of the,1398.48,4.96
same kind of thinking that you're you're,1400.559,4.801
talking about now,1403.44,4.64
um and i guess i see that same thing at,1405.36,4.08
tesla,1408.08,3.76
and spacex folks who work there they,1409.44,4.32
kind of learn this way of thinking and,1411.84,4.719
it kind of becomes obvious almost,1413.76,5.2
but anyway i had um argument not,1416.559,3.841
argument,1418.96,3.68
uh he educated me,1420.4,3.279
about,1422.64,2.88
how cheap it might be to manufacture,1423.679,4.401
teslabot we just we had an argument what,1425.52,4.88
is how can you reduce the cost of scale,1428.08,2.959
of,1430.4,2.96
producing a robot because i've gotten a,1431.039,4.801
chance to interact quite a bit um,1433.36,4.48
obviously in in the academic circles,1435.84,4.319
with humanoid robots and then boston,1437.84,4.48
dynamics and stuff like that and they're,1440.159,4.241
very expensive to to build,1442.32,4.64
and then uh jim kind of schooled me on,1444.4,4.8
saying like okay like this kind of first,1446.96,3.76
principle is thinking of how can we get,1449.2,3.839
the cost of manufacturing down,1450.72,5.28
um i suppose you do that you have done,1453.039,4.561
that kind of thinking for teslabot and,1456.0,4.0
for all kinds of,1457.6,4.4
all kinds of complex systems that are,1460.0,3.76
traditionally seen as complex and you,1462.0,3.279
say okay how can we simplify everything,1463.76,3.36
down,1465.279,3.041
yeah,1467.12,3.12
i mean i think if you are really good at,1468.32,3.92
manufacturing,1470.24,3.919
you can basically,1472.24,3.52
make at high volume you can basically,1474.159,4.241
make anything for a cost,1475.76,5.36
that asymptotically approaches the real,1478.4,4.399
raw material value of the constituents,1481.12,3.52
plus any intellectual property that you,1482.799,3.601
need to license,1484.64,4.639
anything right,1486.4,4.48
but it's hard it's not like that's a,1489.279,3.76
very hard thing to do but but it is,1490.88,3.679
possible for anything,1493.039,3.841
anything in volume can be made,1494.559,4.48
like i said for a class,1496.88,3.679
that asymptotically approaches raw,1499.039,3.601
material uh constituents,1500.559,3.521
plus intellectual property license,1502.64,2.639
rights,1504.08,3.44
so what will often happen in trying to,1505.279,4.0
design a product is people will start,1507.52,4.8
with the tools and and parts and methods,1509.279,5.121
that they are familiar with,1512.32,3.2
and then,1514.4,3.519
and try to create a product using their,1515.52,5.519
existing tools and methods,1517.919,5.601
the other way to think about it is,1521.039,4.561
actually imagine the try to imagine the,1523.52,5.36
platonic ideal of the perfect product or,1525.6,5.679
technology whatever it might be,1528.88,4.88
and so what is this what is the perfect,1531.279,4.241
arrangement of atoms,1533.76,3.279
that would be the the best possible,1535.52,2.88
product,1537.039,2.88
and now let us try to figure out how to,1538.4,5.32
get the atoms in that shape,1539.919,3.801
i mean it's it sounds um,1543.76,4.0
it's almost like a rick and morty absurd,1547.84,4.16
until you start to really think about it,1550.32,2.479
and,1552.0,2.72
you really should,1552.799,3.921
think about it in this way because,1554.72,4.16
everything else is kind of uh,1556.72,4.319
if you if you think uh,1558.88,3.52
you you might fall victim to the,1561.039,2.801
momentum of the way things are done in,1562.4,3.44
the past unless you think in this way,1563.84,3.76
well just as a function of inertia,1565.84,3.04
people will,1567.6,2.88
want to use the same tools and methods,1568.88,3.12
that they are familiar with,1570.48,2.64
um,1572.0,2.559
they just that's what they'll do by,1573.12,4.24
default yeah and then that will lead to,1574.559,4.561
an outcome of things that can be made,1577.36,3.6
with those tools and methods but it is,1579.12,3.84
unlikely to be the,1580.96,4.16
platonic idea of the perfect product,1582.96,2.959
um,1585.12,1.76
so,1585.919,3.041
then so that's why it's good to think of,1586.88,3.279
things in both directions they're like,1588.96,2.4
what can we build with the tools that we,1590.159,4.241
have but then but but also what is the,1591.36,4.799
what is the perfect the theoretical,1594.4,3.92
perfect product look like and that that,1596.159,3.601
theoretical perfect part is going to be,1598.32,3.44
a moving target because as you learn,1599.76,2.799
more,1601.76,3.919
the definition of or or for that perfect,1602.559,4.641
product will change because you don't,1605.679,2.801
actually know what the perfect product,1607.2,3.64
is but you can successfully approximate,1608.48,5.679
a more perfect product,1610.84,5.48
so the thing about it like that and then,1614.159,4.561
saying okay now what tools methods,1616.32,5.2
materials whatever do we need to,1618.72,6.12
create in order to get the atoms in that,1621.52,6.32
shape but for people,1624.84,5.079
rarely think about it that way,1627.84,4.64
but it's a powerful tool,1629.919,4.961
i should mention that the brilliant,1632.48,4.559
siobhan zillis is hanging on,1634.88,3.76
hanging out with us,1637.039,3.76
in case you hear a voice of uh wisdom,1638.64,3.2
from uh,1640.799,4.801
from from outside from up above,1641.84,6.319
okay so let me ask you about mars you,1645.6,4.72
mentioned it would be great for science,1648.159,3.601
to put,1650.32,3.52
um a base on the moon to do some,1651.76,3.12
